// this is how it looks when data is parsed here from node-red
11:15:48,27

11:15:59,24

11:16:09,22

11:16:20,24

11:16:30,15

11:16:41,17

11:16:52,23

11:17:02,28

11:17:13,22

11:17:24,26

